I
2232.8571428571427
2539.5714285714284
3103.8571428571427
3879.4285714285716
4858.428571428572
5882.0
6923.571428571428
8226.714285714286
9262.0
9996.42857142857
10475.0
10699.857142857143
10871.142857142857
11036.857142857143
10908.57142857143
10747.42857142857
10593.857142857143
10446.714285714286
10298.57142857143
10107.857142857143
9900.714285714286
9733.57142857143
9643.857142857143
9633.285714285714
9772.285714285714
10030.857142857143
10392.714285714286
10758.0
11184.857142857143
11759.57142857143
12526.857142857143
13334.714285714286
14187.0
15040.0
15915.285714285714
16860.714285714286
17783.714285714286
18581.0
19411.285714285714
20059.85714285714
20718.571428571428
21357.0
21385.14285714286
20754.0
19887.285714285714
19006.428571428572
18949.428571428572
19030.14285714286
19175.85714285714
21042.14285714286
24605.285714285714
29157.285714285714
33907.142857142855
37833.28571428572
41560.71428571428
45238.71428571428
47541.142857142855
48331.57142857143
47791.42857142857
46607.0
45348.57142857143
43976.71428571428
42582.71428571428
41229.0
40383.857142857145
40067.42857142857
39944.71428571428
39696.0
39477.857142857145
39233.57142857143
38853.857142857145
37979.42857142857
36874.857142857145
35681.857142857145
34620.142857142855
33576.71428571428
32590.14285714286
31604.14285714286
30771.0
29918.14285714286
29043.428571428572
27980.85714285714
26902.571428571428
25727.0
24573.14285714286
23337.0
22104.85714285714
20733.714285714286
19338.285714285714
17975.714285714286
16667.285714285714
15442.57142857143
14505.285714285714
13775.42857142857
13591.42857142857
14053.42857142857
14579.714285714286
15135.42857142857
15799.714285714286
16395.714285714286
16971.285714285714
17297.285714285714
17272.85714285714
17239.714285714286
17184.571428571428
17054.428571428572
16867.714285714286
16597.714285714286
16275.57142857143
15926.0
15522.142857142857
15142.714285714286
14526.285714285714
13651.0
12867.42857142857
12083.714285714286
11353.0
10654.857142857143
9924.857142857143
9702.142857142857
10013.42857142857
9979.42857142857
10037.42857142857
10035.857142857143
10029.0
10053.285714285714
9748.285714285714
9228.714285714286
9220.0
9198.857142857143
9217.0
9219.285714285714
9260.0
9455.857142857143
9683.285714285714
9754.42857142857
9784.42857142857
9824.142857142857
9901.42857142857
9842.0
9715.42857142857
9550.0
9349.42857142857
9175.57142857143
9007.142857142857
8811.285714285714
8703.285714285714
8585.285714285714
8428.42857142857
8211.42857142857
7851.571428571428
7365.428571428572
6889.142857142857
6405.714285714285
5975.142857142857
5602.285714285715
5358.428571428572
5405.857142857143
5728.571428571428
6061.571428571428
6401.428571428572
6763.0
7153.428571428572
7494.857142857143
7718.142857142857
7818.571428571428
7920.714285714285
8021.714285714285
8160.857142857143
8311.714285714286
8496.42857142857
8690.42857142857
8880.57142857143
9053.714285714286
9223.57142857143
9302.285714285714
9377.857142857143
9373.57142857143
9296.57142857143
9179.57142857143
9083.42857142857
8979.285714285714
8794.142857142857
8463.0
8134.714285714285
7813.285714285715
7489.714285714285
7141.857142857143
6795.857142857143
6547.571428571428
6396.428571428572
6255.142857142857
6165.428571428572
6101.857142857143
6046.714285714285
6003.714285714285
5906.428571428572
5833.285714285715
5803.714285714285
5744.0
5686.571428571428
5641.0
5592.142857142857
5643.428571428572
5665.857142857143
5686.571428571428
5736.857142857143
5774.0
5801.714285714285
5823.428571428572
5821.714285714285
5818.0
5781.428571428572
5750.285714285715
5734.428571428572
5719.0
5708.285714285715
5681.857142857143
5711.285714285715
5784.142857142857
5866.857142857143
5963.428571428572
6067.571428571428
6172.0
6282.857142857143
6365.714285714285
6409.857142857143
6374.285714285715
6343.285714285715
6323.285714285715
6308.714285714285
6360.285714285715
6436.142857142857
6563.428571428572
6864.142857142857
7248.571428571428
7624.857142857143
7992.714285714285
8337.857142857143
8695.714285714286
9124.285714285714
9475.714285714286
9721.142857142857
9961.857142857143
10207.857142857143
10492.285714285714
10805.0
11041.857142857143
11241.285714285714
11457.857142857143
11639.857142857143
11814.142857142857
11857.57142857143
11815.714285714286
11697.57142857143
11556.285714285714
11376.714285714286
11268.57142857143
11174.285714285714
11080.42857142857
10936.57142857143
10761.57142857143
10541.857142857143
10325.142857142857
10055.142857142857
9773.142857142857
9514.0
9317.42857142857
9236.142857142857
9217.42857142857
9191.285714285714
9183.0
9175.857142857143
9179.42857142857
9183.714285714286
9113.285714285714
9022.42857142857
8918.857142857143
8795.714285714286
8672.42857142857
8547.714285714286
8422.57142857143
8332.714285714286
8286.142857142857
8298.285714285714
8302.285714285714
8312.42857142857
8325.57142857143
8332.285714285714
8377.57142857143
8475.0
8638.857142857143
8858.0
9072.857142857143
9339.285714285714
9633.714285714286
9897.285714285714
10040.142857142857
10053.57142857143
10046.57142857143
10039.42857142857
9719.285714285714
9454.57142857143
9168.0
8945.0
8795.0
8599.0
8409.57142857143
8796.57142857143
9099.0
9477.714285714286
9917.285714285714
10393.42857142857
10953.285714285714
11503.57142857143
11817.285714285714
12195.42857142857
12481.285714285714
12673.857142857143
12521.714285714286
12307.857142857143
12099.142857142857
11764.42857142857
11325.42857142857
10660.0
10113.42857142857
10152.42857142857
10220.42857142857
10288.57142857143
10471.57142857143
10758.714285714286
11663.0
12405.714285714286
12820.714285714286
13213.285714285714
13609.57142857143
13936.857142857143
14180.285714285714
13965.285714285714
13740.857142857143
13531.0
13344.142857142857
13148.285714285714
12913.57142857143
12683.714285714286
12563.142857142857
12530.285714285714
12501.714285714286
12441.42857142857
12376.142857142857
12324.714285714286
12288.714285714286
12212.57142857143
12044.42857142857
11827.0
11610.714285714286
11400.142857142857
11146.0
10576.42857142857
9765.0
9066.57142857143
8372.57142857143
7639.285714285715
6892.0
6009.714285714285
5428.428571428572
