I
1185.4285714285713
1309.7142857142858
1454.857142857143
1627.4285714285713
1838.4285714285713
2079.8571428571427
2328.1428571428573
2562.8571428571427
2765.714285714286
2939.1428571428573
3099.714285714286
3190.285714285714
3229.285714285714
3253.285714285714
3276.5714285714284
3300.714285714286
3321.8571428571427
3313.4285714285716
3305.1428571428573
3326.285714285714
3339.714285714286
3357.8571428571427
3365.0
3363.1428571428573
3355.5714285714284
3365.714285714286
3357.8571428571427
3358.4285714285716
3349.8571428571427
3326.285714285714
3310.4285714285716
3332.714285714286
3400.714285714286
3494.4285714285716
3585.714285714286
3693.714285714286
3877.714285714286
4128.714285714285
4437.428571428572
4772.714285714285
5214.714285714285
5705.285714285715
6207.714285714285
6842.428571428572
7606.0
8473.142857142857
9389.0
10278.42857142857
11151.142857142857
12050.285714285714
12557.714285714286
12630.714285714286
12280.57142857143
11856.857142857143
11304.714285714286
10710.285714285714
10013.142857142857
9756.0
9895.57142857143
10387.714285714286
10667.0
10845.285714285714
10982.714285714286
11162.0
10924.857142857143
10423.0
9702.0
9094.857142857143
8562.857142857143
8069.428571428572
7565.857142857143
7192.857142857143
6864.0
6627.428571428572
6423.0
6228.428571428572
6028.428571428572
5841.714285714285
5684.0
5598.0
5495.285714285715
5364.285714285715
5246.428571428572
5151.428571428572
5067.285714285715
4994.428571428572
4885.0
4786.0
4716.285714285715
4679.428571428572
4626.0
4560.571428571428
4453.285714285715
4345.714285714285
4235.0
4085.0
3865.8571428571427
3658.285714285714
3455.8571428571427
3298.285714285714
3152.4285714285716
3022.8571428571427
2984.0
3067.5714285714284
3155.714285714286
3251.4285714285716
3334.1428571428573
3433.0
3530.285714285714
3573.285714285714
3493.4285714285716
3394.1428571428573
3280.5714285714284
3176.285714285714
3053.4285714285716
2926.5714285714284
2808.714285714286
2776.714285714286
2758.0
2739.714285714286
2691.8571428571427
2669.4285714285716
2660.285714285714
2656.4285714285716
2636.8571428571427
2618.285714285714
2616.285714285714
2681.4285714285716
2728.8571428571427
2754.8571428571427
2792.714285714286
2819.8571428571427
2843.0
2850.8571428571427
2817.4285714285716
2801.1428571428573
